b79c50b6-24b8-69f2-c912-ed6841d678d4,356
d8df5f72-4756-6c10-d820-8dd860823284,304
541ebb1c-a91e-5e64-c3d8-020c569c49cc,59
a28393ec-1564-6eba-d4c8-7e902fd0a3f8,678
35e494f4-b694-55de-c5ac-db4cb45a3fd2,458
e1ecc8b4-b8a6-6196-c828-fffc05450da6,303
9a168dd4-402a-7052-a8f0-e948b4420eb6,645
9356eb56-5882-7606-df42-6de610e5e4c0,797
e9b7ec76-88ba-4b7c-a16c-3f4e0aa9615c,52
1a171a9c-a12e-75d6-c350-59d45219576c,715
f79159d0-6512-6bc2-c7a4-a53c9f691c14,500
d1458e84-2aca-5d60-d9da-834cd9169366,604
b5bcf132-7828-6d28-bda8-00e2dfb578a6,747
b5bf4030-da02-462c-bacc-7b304e523c02,797
5e96d504-936e-4996-ced4-f88086e23558,906
b4ef9dbc-516c-470e-cc42-7c368c9ea46e,918
d87fff82-37d6-5f3a-d0b4-affeeb994c64,179
7a64b0e0-c50a-6d72-d110-9f0cb8f1f3a0,1000
5f101a3c-2fa2-49fc-cf40-c3124e7ed392,78
9f79bb92-08ec-748c-b950-5a58634c7b9c,854
75a2d690-200a-6bae-b612-57e04ab8caea,861
a55207de-174e-5526-d8be-dc58f6d4c298,312
b74e7b64-b638-75ae-b5a0-e5dc1ba97faa,829
5ebaa8ee-533c-62f4-c480-5c28e373d780,323
3b35b682-531c-4362-ad12-7328f2ac6f12,997
8c4bcb08-39fc-69ec-b2e8-514ae56cbf12,318
75582da2-81ac-7576-c906-37e4f1042b24,262
43131dc0-aace-4386-a6ae-fe0cfedf667a,626
b65f5a34-3dfa-6900-b0b6-91181fdc2c64,635
5fbf0440-9b76-40ee-af48-d5727cc42ada,116
c3a526bc-e9ee-6dd8-b45e-6b9a102c634e,398
ca7aa37e-8e74-7c0a-a140-3942bfb3ff90,685
84b4374e-660a-731e-b184-a40441fd9c20,175
c9fa351c-c884-4004-d95c-63fa707f40f2,86
c450396c-6bcc-6ad6-c028-55baa269d8ae,754
8de6c154-3bfe-71ea-c4d4-ca72cf3fedf4,399
c1a503b4-ed84-6e02-db04-538e64a86122,506
ee6df792-fd42-6ec2-ccb0-c5c67d2baec6,884
7ce229c0-efb8-6eb2-c32c-5b862b52198a,786
2a62b140-f238-77da-d296-2e36b0b129c4,66
3418f8a8-17b8-7d7e-dc5e-053c8be4ab80,235
5c6c58ca-0ca2-43ea-b05c-09e46b9972ac,13
9fb2cfaa-2174-631a-d96a-112cdd4951cc,367
b15e6cb2-6b56-5fea-bdf4-5d90b10997c4,579
56a98bc6-c188-67f4-a470-d9401b4f6572,502
f090de7c-10f2-7830-d746-1d967a1bbc1a,594
2ef4277a-2ec6-44b0-d726-503a807de7ca,919
a4ea6168-3998-4d28-ae1a-a4ee6ff26d12,196
3cba027e-04d8-7c98-ae46-c6606ac9e48c,118
64629fa2-49fe-5384-de1e-5af25b3e4bb4,633
c50e7888-07ce-7d0a-c002-3694d4e241ba,761
898986d0-2986-47ba-c838-631ef6e8d4e2,519
198a080c-41f4-6262-aa8c-46cc7cdb1efa,913
0a8e0d2e-0388-6b88-ccd0-4d86a6743f0c,766
9b0ba878-8ac0-6054-c100-928e9f9d1d5e,329
921bc922-5f1a-582c-aff2-88a0c4abdfe6,290
7d06ebbe-b4c8-6e7e-d3ca-f6be859c90e0,926
aa473d8a-afda-5728-aab8-b362de4a42b0,140
57db00ea-81bc-6278-c962-0c7c4d7f02cc,325
5d7d9f0a-202c-4b68-c82e-7f46bde3e394,44
